titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques
نمرو للبيـــــع في حي العسكري التيسير ,Terrain,Vente,420000,180.0,,,,Teyarett,Nouakchott,"335 من الحي العسكري التيسير 
المساحة  180 م²
السعر  : 4 مليون و 200 الف
واتساب 22608090 فقط للجدين  ",voursa.com,2025-10-17,Taille rue: N/A | Proche de: طريق اكجوجت 
سمعه فالفلوجة احذ صيدلية امان ,Appartement/Maison,Vente,1500000,120.0,5.0,2.0,,Arafat,Nouakchott,سمعه فالفلوجة احذ صيدلية امان فاتحه فبرك و اوراه امبدية منقوشة و مكروية,voursa.com,2025-09-12,Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: صيدلية إيمان  | Garage
ديبلكس فجانبور ,Appartement/Maison,Vente,7500000,320.0,7.0,2.0,,Tevragh Zeina,Nouakchott,ذيك دبلكس أحذ كرفو ر جابور مساحة 320.  مبيوع 75. حد شاري ول عندو شي ابيعو تلفنل 26678975.36147216,voursa.com,2025-11-25,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: جانبور 
نيمرو أفكرن من المطار القديم ابلوك 35,Terrain,Vente,1300000,180.0,,,,Dar Naim,Nouakchott,"127 من بلوك 35 فاتح فساحة وفگرن 
ب 13 مليون",voursa.com,2026-01-19,Titre foncier | Taille rue: N/A | Proche de: شركة 🇨🇳 
دار تنباع فابرميى بيكين فرصه 4 ابيوت وهول ....,Appartement/Maison,Vente,1250000,216.0,4.0,2.0,,Teyarett,Nouakchott,دار تنباع فابرميى بيكين احذا اطل امسيد التيجانين ماه ابعيده حت من لمسيد امبينو هو اطل صوكوك فم فاتحه فبرك فيها اربع ابيوت اوهول او بوتيك او كوزين وادوشات اثنين داخلي او خارجي مكرويه او منقوشه هيه فورصه مبيوع ظرك حالا ذوليام ب 12500000 اوقيه من الفظه القديمه فورصه حقيقيه الارقام 22810713 /33810713 ,voursa.com,2025-06-18,1 balcon(s) | Taille rue: 30.00 | Proche de: امسيد التيجانيين
إعلى كدروه السنوار 400م٢ ,Terrain,Vente,7000000,400.0,,,,Tevragh Zeina,Nouakchott,400م٢ من سكتير 4 إعلى كدروه السنوار ب 70 مليون ,voursa.com,2025-05-02,Taille rue: N/A | Proche de: كدروه السنوار 
نيمرو فالمطار من بلوك 45 وسط البنيان ,Terrain,Vente,1250000,180.0,,,,Dar Naim,Nouakchott,المساحة 180م٢ صاد اعل جيهة البحر تيتر فونصي ب 12.5 ,voursa.com,2026-02-22,Titre foncier | Taille rue: N/A | Proche de: شقق ريلاكس 
شقة مفروش للإيجار ,Appartement/Maison,Location,1000,150.0,2.0,2.0,,Teyarett,Nouakchott,"شقق مفروشه و مكيف  للإيجار يوميا و شهري 
رقم لتصال 36263109 رقم واتساب 46263109",voursa.com,2025-10-13,type de location: Location à la journée | 1 balcon(s) | Taille rue: 10.00 | Proche de: دار البركة كرفور صدراي  | Meublé
نيمرو من مدال L للبيع ,Terrain,Vente,6500000,792.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو من مدال L مساحة 792م# مبيوع ب 65مليون للإستفسار اكثر اتصلوا على الرقم التالى 49546950,voursa.com,2026-02-23,Taille rue: 15.00 | Proche de: مدال L
نيمرو ف H8 المحولة,Terrain,Vente,1050000,216.0,,,,Teyarett,Nouakchott,رقم 891 من h8 المحولة السعر 10و500 عند كتانص اصلية وصورة من برمة فرصة,voursa.com,2025-08-18,Taille rue: N/A | Proche de: H8
ديبلكس ف شرم الشيخ ابرمير اشوي للبيع ,Terrain,Vente,6800000,200.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ ديبلكس ف شرم الشيخ مساحة 200م# ابرمير اشوي مبيوع ب 68مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-07-08,Taille rue: N/A | Proche de: شرم الشيخ 
قطعة أرض من الفوز إعلى شارع 30 وميت فيه شارع 20,Terrain,Vente,3750000,400.0,,,,Tevragh Zeina,Nouakchott,قطعة أرض من الفوز إعلى شارع 30 وميت فيه شارع 20 مساحة 400م٢ إعلى شارع أستاسيوه توتال ,voursa.com,2025-06-24,Taille rue: N/A | Proche de: توتال 
قطعة أرضية للبيع ,Terrain,Vente,2300000,400.0,,,,Dar Naim,Nouakchott,"السلام عليكم 
رقم 90 من ابلوك 58 مبيوع فررررررصة ب 23 مليون المساحة 400م
واتساب 48889930 للاتصال 34232357
",voursa.com,2026-02-06,Titre foncier | Taille rue: N/A | Proche de: المطار القديم 
سمعه فتوجنين ,Appartement/Maison,Vente,1100000,240.0,5.0,2.0,,Toujounine,Nouakchott,سمعه فتوجنين مكرية من تحت ب 50الف و من فوك ب 30الف فاتحه اعل شارع 8م ,voursa.com,2026-01-26,type de propriété: Duplex | 1 balcon(s) | Taille rue: 8.00 | Proche de: توجنين | Garage
نيمرو فكرن فاتح ف ابرك ف ابلوك 49 بين اثنين عن كدروه للبيع ,Terrain,Vente,2300000,400.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو فكرن فاتح ف ابرك من ابلوك 49 مسلحة 400م# مبيوع ب 23مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2026-01-20,Taille rue: 20.00 | Proche de: المطار القديم ابلوك 49
نيمرو من اغنودرت للبيع ,Terrain,Vente,1000000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو من اغنودرت مساحة 300م# عندو بانش دبلكتا يغير مولاه ضامنها ما عندو مشكيله مشاء الله مبيوع ب 10ملاين  للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2026-01-29,Taille rue: 10.00 | Proche de: اغنودرت 
سمعتين للبيع في تفرغ زينه قرب خيراة الشام,Appartement/Maison,Vente,9500000,600.0,6.0,3.0,,Tevragh Zeina,Nouakchott,هاذو اديار زينين حته وفيه فرصة اليوم,voursa.com,2025-12-10,Titre foncier | type de propriété: Duplex | 3 balcon(s) | Taille rue: 20.00 | Proche de: البياه
نصف نيمرو أفكرن من سكتير 6 قرب 5,Terrain,Vente,3500000,300.0,,,,Tevragh Zeina,Nouakchott,نص فكرن من سكتير 6 اف نور با 35 مليون عندو برمة لاصلية,voursa.com,2025-10-14,Taille rue: N/A | Proche de: المدرسه الجمهورية 
نيمرو اعلي شارع اكبير في ابلوك 34 المطار القديم للبيع ,Terrain,Vente,2700000,600.0,,,,Dar Naim,Nouakchott,السلام عليكم هذ نيمرو اعلي شارع اكبير مساحة 600م# من ابلوك 34 مبيوع ب 27مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-04-14,Taille rue: N/A | Proche de: المطار القديم 
شانتيي فسكتير 5,Appartement/Maison,Vente,5500000,300.0,3.0,2.0,,Tevragh Zeina,Nouakchott,*ذيك شانتيه للبيــــــــــــــــــــــع في سكتير 5  مساحته 300  م² ب 55*,voursa.com,2025-05-21,1 balcon(s) | Taille rue: 15.00 | Proche de: سكتير 5 | Garage
نص فكرن من كتاب الضبط رقم 642 للبيع ,Terrain,Vente,2350000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نص فكرن من كتاب الضبط سكتير 1 مساحة 300م# مبيوع ب 23مليون واخمس مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-05-23,Taille rue: N/A | Proche de: كتاب الضبط سكتير 1
نيمرو في المطار القديم,Terrain,Vente,1050000,180.0,,,,Dar Naim,Nouakchott,"110 من بلوك 45 
ب 10.500",voursa.com,2025-11-25,Taille rue: N/A | Proche de: المطار
200م# من الصحراوي للبيع ,Terrain,Vente,3000000,200.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ 200م# من الصحراوي بينها نيمروين امع كدروه مبيوع ب 30مليون سعرها للاخير للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-11-19,Taille rue: N/A | Proche de: الصحراوي 
دبلكس جديدة تبارك الله نظيفة فتفرغ زينة سانترمتير,Appartement/Maison,Vente,5100000,200.0,6.0,2.0,,Tevragh Zeina,Nouakchott,"جديدة تبارك الله نظيفة وشارع كبير
ملاحظة للراغبين في شراء أو بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان",voursa.com,2026-02-19,type de propriété: Duplex | 2 balcon(s) | Taille rue: N/A | Proche de: سانترمتير | Garage
نيمرو فسكتير 2 بلوكات,Terrain,Vente,4500000,600.0,,,,Tevragh Zeina,Nouakchott,*نيمرو للبيع في تفرغ زين في سكتير 2 بلوكات فاتح عل شارع 30 م السعر  45 مليون*,voursa.com,2025-08-18,Taille rue: N/A | Proche de: طب القلب
نيمرو من شرم الشيخ اعل گدروه,Terrain,Vente,6500000,240.0,,,,Teyarett,Nouakchott,ذاك من شرم الشيخ اعل كدروه البوادي  مساحة 240 مبيوع ب: 65 مليون,voursa.com,2025-07-10,Taille rue: N/A | Proche de: شرم الشيخ
فرصة نيمرو للبيـــــــــــــع  تراب السكان ,Terrain,Vente,1950000,300.0,,,,Tevragh Zeina,Nouakchott,"فرصة  نيمرو للبيــــــــــــــــــــــع فتفرق زينة 
تراب السكان   المساحه300m ²
كانت ب21وليل مبيوع ب19ونص
واتساب36368684 ",voursa.com,2025-08-16,Taille rue: N/A | Proche de: نيمرو للبيع    
دار امع كدروه الداية 11,Appartement/Maison,Vente,830000,180.0,4.0,2.0,,Arafat,Nouakchott,دار امع كدروه الداية 11 الدخلاني فيه اربع ابيوع و جلسة و بوتيك و كوزين و دوشات شارع اكبير فكرن ,voursa.com,2025-09-23,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: كدروه الداية 11 | Garage
نصف نيمرو من سكتير 4 بين لبنيان قريب من كدروه ,Terrain,Vente,2500000,250.0,,,,Tevragh Zeina,Nouakchott,نصف نيمرو من سكتير 4 بين البنيان قريب من كدروه المساحة 250م² الثمن 25 مليون ,voursa.com,2025-10-11,Taille rue: N/A | Proche de: كدروه السنوار 
فرصة. 200 من سكتير 4 فكرن للبيع,Terrain,Vente,275000,200.0,,,,Tevragh Zeina,Nouakchott,فرصة 200 من سكتير 4 فكرن شارع كبير,voursa.com,2025-12-12,Titre foncier | Taille rue: 20.00 | Proche de: سكتير 4
نيمرو زين من شرم الشيخ أكريب من كدروه البوادي شارع إكبير ,Terrain,Vente,2800000,240.0,,,,Teyarett,Nouakchott,نيمرو زين من شرم الشيخ أكريب من كدروه البوادي شارع إكبير مساحة 240م٢ الثمن 28,voursa.com,2025-07-23,Taille rue: N/A | Proche de: شرم الشيخ 
نيمرو من الاستاتذة,Terrain,Vente,3900000,600.0,,,,Tevragh Zeina,Nouakchott,من الاساتذة با 39 مليون,voursa.com,2025-12-17,Taille rue: N/A | Proche de: الاساتذة
نيمرو أفكرن من سكتير 5 F Nord ,Terrain,Vente,6500000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو أفكرن من سكتير 5 مساحة 600م٢ ,voursa.com,2025-12-19,Titre foncier | Taille rue: 15.00 | Proche de: سكتير 5
TERRAIN AGRICOLE,Terrain,Vente,550000,16000.0,2.0,,,Sélibaby,Nouakchott,"À vendre : terrain agricole  

À Gouraye collé au fleuve Sénégal : https://maps.app.goo.gl/5vc4jC6DT9XmQLACA?g_st=ipc 

✅ surface : 16000m2 (1 hectare 6) avec clôture 
✅ 2 chambres avec panneau solaire 
✅ une pompe à eau 
✅ une citerne d'eau 
✅ un gardien  

Prêt pour cultiver",voursa.com,2026-02-07,Taille rue: N/A | Proche de: Gouraye (8km) | gardien | chambre | eau
 للبــــــــــــــــــــــــــــــــــــــــــــــــــــــع نيمرو فبوش9 مساحتو 700م بلو ابيظ,Terrain,Vente,3600000,543.0,,,,Tevragh Zeina,Nouakchott,للبــــــــــــــــــــــــــــــــــــــــــــــــــــــع فرصه حقيقيه نيمرو فبوش9 المكان الي متوجهه شورو الناس كامل مساحتو 543م بلو ابيظ وعندو برمه التالي مبيوع ب 36مليون,voursa.com,2025-08-24,Taille rue: N/A | Proche de: طب القلب
دار فكرفور ,Appartement/Maison,Vente,650000,120.0,3.0,2.0,,Arafat,Nouakchott,دار فكرفور ,voursa.com,2025-10-05,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: كرفور  | Garage
للإجار سمعه فلكصر بين جامبور ولمسيد لخظر نظيفه وكبيره ,Appartement/Maison,Location,25000,216.0,6.0,6.0,,Ksar,Nouakchott,"سمعه فلكصر بين جامبور ولمسيد لخظر نظيفه وكبيره 
تأجر ب 250الف مقدم ثلاث اشهر ",voursa.com,2025-07-25,Titre foncier | type de location: Location au mois | 2 balcon(s) | Taille rue: N/A | Proche de: جامبور  | Garage
ديبلكس 8 غرف وكراجين وكيطونين ب300 الف,Appartement/Maison,Location,30000,600.0,8.0,4.0,,Tevragh Zeina,Nouakchott,ديبلكس 8 غرف وكراجين وكيطونين ب300 الف,voursa.com,2025-10-12,Titre foncier | type de location: Location au mois | 3 balcon(s) | Taille rue: 15.00 | Proche de: حمام نيل
ديبلكس شانتيه للبيـــع في الصحراوي ,Terrain,Vente,5700000,200.0,,,,Tevragh Zeina,Nouakchott, شانتية عبارة عن ديبلكس من سكتير 5 بينها نيمروين مع الصحراوي مساحتها 200م السعر 57 مليون ,voursa.com,2026-02-20,Titre foncier | Taille rue: N/A | Proche de: الصحراوي 
نيمرو فكرن من سكتير 5 فزون صانترال للبيع ,Terrain,Vente,7350000,600.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو فكرن من سكتير 5 زون صانترال ابلاصتو ازين ابلاصه ى ف سكتير 5 مساحة 600م# مبيوع ب 73مليون واخمس مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-06-20,Taille rue: N/A | Proche de: سكتير 5
Duplex nouveau entièrement meublé a louer  ,Appartement/Maison,Location,60000,300.0,4.0,3.0,,Tevragh Zeina,Nouakchott,"Duplex jamais habité équipée , entièrement meublé a cite plage a cote route pompier 
دبلكس جديد للإجار مفرش كامل فراش جديد حديث و عصري ما گط نسكن فسيتي بلاج حذ طريق بومبيا حذاه باتيگ و بيسريات ",voursa.com,2025-07-12,type de location: Location au mois | 1 balcon(s) | Taille rue: N/A | Proche de: Cite plage | meublé | plage
